Total Population,Total Democratic Voters %,Total Republican Voters %,Total Other Voters %,% White,% Minority,% Hispanic,% Black,% Asian,% Native American,% Pacific
10077331,50.9,46.36,2.74,74.77,25.23,4.67,14.19,3.77,2.25,0.1
