Total Population,Total Democratic Voters %,Total Republican Voters %,Total Other Voters %,% White,% Minority,% Hispanic,% Black,% Asian,% Native American,% Pacific
13002700,51.22,46.61,2.17,76.11,23.89,6.88,11.43,4.36,1.32,0.11
