Total Population,Total Democratic Voters %,Total Republican Voters %,Total Other Voters %,% White,% Minority,% Hispanic,% Black,% Asian,% Native American,% Pacific
10077331,51.15,46.12,2.74,74.74,25.26,4.67,14.2,3.79,2.25,0.1
