Total Population,Total Democratic Voters %,Total Republican Voters %,Total Other Voters %,% White,% Minority,% Hispanic,% Black,% Asian,% Native American,% Pacific
20201249,65.65,32.06,2.29,54.33,45.67,18.28,16.95,10.53,1.86,0.19
