Total Population,Total Democratic Voters %,Total Republican Voters %,Total Other Voters %,% White,% Minority,% Hispanic,% Black,% Asian,% Native American,% Pacific
20201249,65.75,31.96,2.29,54.27,45.73,18.36,16.91,10.54,1.87,0.19
