GEOID,STATEFP,STATE,COUNTYFP,COUNTY,TOT_POP21,NHSP_POP21,HSP_POP21,WHT_NHSP21,BLK_NHSP21,AIA_NHSP21,ASN_NHSP21,HPI_NHSP21,OTH_NHSP21,2OM_NHSP21,BLK_ALL21,AIA_ALL21,ASN_ALL21,HPI_ALL21,OTH_ALL21
26081000300,26, Michigan,081, Kent County,5352,5241,111,4553,118,0,491,0,0,79,118,1,569,0,111
26081000400,26, Michigan,081, Kent County,3291,3218,73,2920,70,7,24,0,63,134,139,34,38,0,113
26081000500,26, Michigan,081, Kent County,3969,3622,347,3114,280,0,25,0,41,162,416,14,37,79,95
26081000600,26, Michigan,081, Kent County,4557,4464,93,4192,103,0,22,0,0,147,103,38,36,25,117
26081000700,26, Michigan,081, Kent County,3202,2708,494,2316,113,0,37,0,12,230,255,42,140,0,354
26081000800,26, Michigan,081, Kent County,2641,1918,723,1623,256,0,0,0,0,39,283,16,13,0,478
26081000900,26, Michigan,081, Kent County,3310,2943,367,2637,194,0,43,0,0,69,277,44,43,0,212
26081001000,26, Michigan,081, Kent County,4806,4297,509,2759,979,5,121,0,0,433,1596,351,164,0,94
26081001102,26, Michigan,081, Kent County,4032,3848,184,2915,767,0,96,0,0,70,837,9,102,0,49
26081001103,26, Michigan,081, Kent County,4742,4461,281,1968,1915,0,169,0,0,409,2171,21,533,16,101
26081001104,26, Michigan,081, Kent County,1887,1735,152,921,617,22,28,0,0,147,692,88,97,0,108
26081001200,26, Michigan,081, Kent County,3378,3209,169,2393,412,0,49,0,0,355,745,157,57,0,87
26081001300,26, Michigan,081, Kent County,3169,2754,415,1526,624,0,39,0,0,565,1361,178,44,0,32
26081001400,26, Michigan,081, Kent County,2477,2287,190,1727,122,43,164,0,10,221,246,132,226,0,57
26081001500,26, Michigan,081, Kent County,3525,2644,881,1966,422,0,195,0,0,61,724,0,217,0,283
26081001600,26, Michigan,081, Kent County,5788,4504,1284,3539,752,51,0,0,0,162,851,209,5,0,750
26081001700,26, Michigan,081, Kent County,4602,4405,197,4045,127,0,182,0,0,51,249,70,182,0,15
26081001801,26, Michigan,081, Kent County,4252,4227,25,4027,93,0,31,0,45,31,93,31,31,0,69
26081001802,26, Michigan,081, Kent County,1937,1910,27,1767,0,53,17,0,0,73,66,60,17,0,0
26081001900,26, Michigan,081, Kent County,5928,4723,1205,3703,727,22,50,0,41,180,919,120,79,0,793
26081002000,26, Michigan,081, Kent County,2481,2343,138,1626,438,6,106,0,0,167,527,22,168,0,130
26081002100,26, Michigan,081, Kent County,2983,2773,210,2319,285,0,70,0,0,99,369,130,82,0,76
26081002200,26, Michigan,081, Kent County,5014,4727,287,3769,514,15,126,0,140,163,551,75,214,0,339
26081002300,26, Michigan,081, Kent County,3899,3715,184,3329,239,0,44,0,0,103,271,57,141,0,79
26081002400,26, Michigan,081, Kent County,2995,2825,170,2433,109,31,53,0,39,160,207,108,57,0,75
26081002500,26, Michigan,081, Kent County,4437,4276,161,3333,656,15,167,0,0,105,686,20,200,13,135
26081002600,26, Michigan,081, Kent County,3635,1258,2377,629,446,0,11,0,0,172,722,113,22,0,1146
26081002700,26, Michigan,081, Kent County,3445,2864,581,2369,245,119,13,0,0,118,459,177,31,0,340
26081002800,26, Michigan,081, Kent County,1619,1008,611,325,548,10,6,0,0,119,769,47,26,5,302
26081002900,26, Michigan,081, Kent County,1537,1445,92,936,372,0,10,0,0,127,477,29,10,0,48
26081003000,26, Michigan,081, Kent County,1950,1647,303,961,482,11,33,0,0,160,763,154,33,5,111
26081003100,26, Michigan,081, Kent County,4058,3386,672,519,1805,9,0,0,0,1053,3127,36,0,0,616
26081003200,26, Michigan,081, Kent County,5517,4873,644,1569,3001,17,0,0,0,286,3381,123,176,0,177
26081003300,26, Michigan,081, Kent County,3978,3926,52,2568,1022,0,39,0,71,226,1208,79,111,0,116
26081003400,26, Michigan,081, Kent County,4930,4642,288,3225,654,0,234,0,10,519,757,64,527,0,268
26081003500,26, Michigan,081, Kent County,5213,4399,814,1642,2351,0,60,0,29,317,2923,76,69,13,158
26081003600,26, Michigan,081, Kent County,2170,1263,907,313,809,0,0,0,0,141,1159,108,0,0,478
26081003700,26, Michigan,081, Kent County,4611,2925,1686,907,1759,1,7,0,0,251,2147,22,7,0,765
26081003800,26, Michigan,081, Kent County,5010,973,4037,457,467,0,0,0,0,49,576,49,14,0,2856
26081003900,26, Michigan,081, Kent County,3492,1225,2267,492,662,0,0,0,0,71,746,47,0,0,1516
26081004000,26, Michigan,081, Kent County,3891,780,3111,465,210,0,6,31,27,41,592,73,33,31,1958
26081004100,26, Michigan,081, Kent County,5544,4365,1179,2770,1207,0,199,0,0,189,1531,21,277,0,492
26081004200,26, Michigan,081, Kent County,4018,3629,389,2525,746,0,62,0,57,239,1002,43,125,0,337
26081004300,26, Michigan,081, Kent County,4152,3980,172,2952,691,0,145,0,12,180,796,0,242,0,82
26081004400,26, Michigan,081, Kent County,7455,7272,183,6309,555,45,225,0,0,138,565,123,282,0,50
26081004501,26, Michigan,081, Kent County,4909,4600,309,1981,1976,60,322,0,22,239,2230,64,380,0,73
26081004502,26, Michigan,081, Kent County,3668,3264,404,1822,844,5,369,0,0,224,1053,31,396,12,213
26081004600,26, Michigan,081, Kent County,5929,5315,614,2497,1953,0,741,0,0,124,1990,89,741,0,345
26081010101,26, Michigan,081, Kent County,5708,5582,126,5537,14,0,0,0,0,31,23,4,17,0,78
26081010102,26, Michigan,081, Kent County,2678,2484,194,2453,0,0,8,0,5,18,0,18,8,0,5
26081010200,26, Michigan,081, Kent County,4425,4110,315,3647,55,12,24,0,0,372,125,48,32,10,428
26081010301,26, Michigan,081, Kent County,5474,4809,665,4683,39,0,17,2,0,68,55,14,47,12,147
26081010302,26, Michigan,081, Kent County,5922,5791,131,5567,0,0,14,0,0,210,87,84,53,0,70
26081010401,26, Michigan,081, Kent County,5176,4758,418,4593,0,0,64,0,0,101,20,32,145,0,104
26081010402,26, Michigan,081, Kent County,4250,4169,81,4018,27,5,0,0,0,119,113,5,0,0,75
26081010601,26, Michigan,081, Kent County,4449,4248,201,3931,22,0,67,0,137,91,22,0,82,0,320
26081010602,26, Michigan,081, Kent County,8369,8303,66,7480,3,0,114,0,451,255,190,16,114,0,503
26081010700,26, Michigan,081, Kent County,5218,5046,172,4744,145,0,0,0,0,157,255,5,66,0,139
26081010802,26, Michigan,081, Kent County,6116,5606,510,5561,11,0,0,0,0,34,33,67,0,0,264
26081010803,26, Michigan,081, Kent County,6412,6348,64,6041,15,0,25,0,72,195,15,159,25,0,108
26081010804,26, Michigan,081, Kent County,2499,2499,0,2364,25,0,0,0,0,110,25,110,110,0,0
26081010902,26, Michigan,081, Kent County,3821,3760,61,3696,8,15,6,0,0,35,8,38,6,0,66
26081010903,26, Michigan,081, Kent County,7460,7345,115,6833,74,0,273,0,0,165,139,18,391,0,95
26081010904,26, Michigan,081, Kent County,6883,6682,201,6461,26,0,85,0,0,110,58,90,105,20,22
26081011001,26, Michigan,081, Kent County,4393,4068,325,3865,81,9,9,0,0,104,127,64,50,0,222
26081011002,26, Michigan,081, Kent County,4304,4132,172,3892,0,31,42,0,0,167,77,31,132,0,0
26081011101,26, Michigan,081, Kent County,4483,4337,146,4146,72,44,4,0,11,60,177,54,4,0,21
26081011102,26, Michigan,081, Kent County,5344,4990,354,4578,24,0,99,0,45,244,212,171,116,0,150
26081011200,26, Michigan,081, Kent County,4193,4056,137,3569,237,0,19,0,0,231,323,136,73,0,85
26081011301,26, Michigan,081, Kent County,4534,4351,183,3874,119,0,35,0,10,313,313,59,74,34,94
26081011302,26, Michigan,081, Kent County,6524,6417,107,5937,292,31,38,0,0,119,396,31,53,0,53
26081011401,26, Michigan,081, Kent County,2192,2033,159,1916,21,17,24,0,6,49,29,58,24,0,82
26081011403,26, Michigan,081, Kent County,3141,2779,362,2113,201,0,100,0,0,365,465,26,171,1,250
26081011405,26, Michigan,081, Kent County,3543,3078,465,2857,0,0,100,0,0,121,46,94,100,0,6
26081011406,26, Michigan,081, Kent County,5177,4114,1063,2801,596,0,81,0,257,379,805,53,339,0,547
26081011501,26, Michigan,081, Kent County,1566,1545,21,1269,22,0,147,0,12,95,86,0,147,0,43
26081011502,26, Michigan,081, Kent County,5798,5446,352,4684,418,0,280,0,0,64,477,113,280,0,217
26081011601,26, Michigan,081, Kent County,4357,4167,190,3836,87,0,45,0,143,56,137,0,51,0,251
26081011602,26, Michigan,081, Kent County,3285,3260,25,2983,19,0,194,0,0,64,27,8,194,0,64
26081011701,26, Michigan,081, Kent County,5817,5379,438,5083,133,0,14,0,0,149,133,61,44,0,370
26081011702,26, Michigan,081, Kent County,4326,4095,231,3692,79,10,55,0,117,142,88,53,119,0,306
26081011801,26, Michigan,081, Kent County,8590,8268,322,7643,113,0,374,0,0,138,204,19,402,0,0
26081011803,26, Michigan,081, Kent County,4602,4447,155,3800,96,1,351,11,2,186,118,34,397,44,143
26081011804,26, Michigan,081, Kent County,5019,4876,143,4210,203,9,407,0,0,47,214,9,407,0,38
26081011901,26, Michigan,081, Kent County,7308,7042,266,6637,0,26,87,0,0,292,0,34,385,0,105
26081011902,26, Michigan,081, Kent County,7035,6805,230,6021,92,40,488,0,0,164,188,67,528,0,142
26081012002,26, Michigan,081, Kent County,6096,6029,67,5818,3,0,13,0,0,195,123,173,23,0,77
26081012003,26, Michigan,081, Kent County,7431,7344,87,6650,285,0,41,0,14,354,645,16,41,0,83
26081012004,26, Michigan,081, Kent County,4859,4573,286,4546,12,0,0,0,0,15,20,0,7,1,97
26081012201,26, Michigan,081, Kent County,7025,6968,57,6326,82,0,371,0,0,189,92,17,509,0,24
26081012202,26, Michigan,081, Kent County,7255,6820,435,6423,207,9,136,24,0,21,207,9,157,24,65
26081012203,26, Michigan,081, Kent County,5224,4923,301,4332,285,0,200,0,0,106,306,133,200,0,104
26081012300,26, Michigan,081, Kent County,3371,3317,54,3112,12,3,24,0,22,144,53,33,146,25,47
26081012400,26, Michigan,081, Kent County,3956,3935,21,3754,57,0,40,0,0,84,95,0,86,0,0
26081012500,26, Michigan,081, Kent County,4817,4644,173,4430,36,3,95,0,4,76,96,3,195,0,42
26081012604,26, Michigan,081, Kent County,7191,6803,388,4830,1318,0,308,35,0,312,1470,70,469,35,18
26081012605,26, Michigan,081, Kent County,3473,3239,234,2767,121,0,285,9,0,57,178,5,322,9,99
26081012608,26, Michigan,081, Kent County,4388,4228,160,3104,699,6,81,0,24,314,975,56,96,5,210
26081012609,26, Michigan,081, Kent County,2932,2901,31,1166,1335,0,336,0,0,64,1399,0,336,0,0
26081012610,26, Michigan,081, Kent County,2503,2316,187,1399,189,0,422,0,0,306,374,82,514,0,160
26081012611,26, Michigan,081, Kent County,1934,1697,237,1207,394,0,45,0,0,51,503,0,45,0,52
26081012612,26, Michigan,081, Kent County,3300,3173,127,1959,961,37,216,0,0,0,961,37,216,0,0
26081012702,26, Michigan,081, Kent County,4469,4285,184,2924,864,0,338,0,0,159,996,23,381,0,95
26081012703,26, Michigan,081, Kent County,6279,5498,781,2556,2344,1,280,0,0,317,2635,71,280,0,500
26081012704,26, Michigan,081, Kent County,2536,2337,199,785,845,38,446,0,0,223,1125,38,457,0,131
26081012705,26, Michigan,081, Kent County,3742,3237,505,1751,172,9,793,0,5,507,533,9,963,24,247
26081012800,26, Michigan,081, Kent County,4523,4017,506,2575,662,5,673,0,0,102,912,5,835,0,176
26081012901,26, Michigan,081, Kent County,5220,4153,1067,2875,624,0,555,0,19,80,712,53,598,0,651
26081012902,26, Michigan,081, Kent County,4916,4159,757,2957,397,0,679,0,0,126,512,11,679,0,570
26081013000,26, Michigan,081, Kent County,3423,3188,235,2947,80,22,0,0,0,139,159,105,29,0,93
26081013100,26, Michigan,081, Kent County,5662,5544,118,5004,280,0,88,0,0,172,390,10,97,20,43
26081013200,26, Michigan,081, Kent County,6958,6603,355,6182,41,0,195,0,0,185,56,18,347,0,255
26081013300,26, Michigan,081, Kent County,5367,2712,2655,1720,661,0,8,55,0,268,952,311,72,55,1524
26081013400,26, Michigan,081, Kent County,5346,3998,1348,3481,281,15,109,0,0,112,340,64,145,1,778
26081013500,26, Michigan,081, Kent County,5028,2810,2218,2257,336,0,82,0,9,126,879,106,101,21,1115
26081013600,26, Michigan,081, Kent County,2557,1825,732,1398,302,10,25,0,0,90,434,59,25,0,429
26081013700,26, Michigan,081, Kent County,7415,5582,1833,4420,593,0,110,0,0,459,1282,324,110,0,1195
26081013801,26, Michigan,081, Kent County,1385,1193,192,930,217,0,0,0,6,40,261,11,20,11,85
26081013803,26, Michigan,081, Kent County,3225,1930,1295,1314,394,37,38,0,0,147,594,67,115,0,887
26081013804,26, Michigan,081, Kent County,4364,3423,941,2400,601,12,164,0,0,246,868,12,164,0,789
26081013900,26, Michigan,081, Kent County,6103,5555,548,4918,417,0,65,0,0,155,524,341,65,0,148
26081014000,26, Michigan,081, Kent County,7339,6289,1050,4668,947,32,185,0,0,457,1386,293,202,0,670
26081014100,26, Michigan,081, Kent County,1926,1220,706,1096,76,0,36,0,0,12,84,17,40,4,580
26081014200,26, Michigan,081, Kent County,3817,2270,1547,1810,280,7,0,0,0,173,633,7,150,0,492
26081014300,26, Michigan,081, Kent County,3239,2011,1228,1760,81,0,0,0,0,170,154,140,33,27,929
26081014503,26, Michigan,081, Kent County,6360,5649,711,4880,313,38,304,0,0,114,313,88,368,0,559
26081014504,26, Michigan,081, Kent County,5674,5402,272,4290,35,31,422,0,53,571,501,104,454,0,217
26081014505,26, Michigan,081, Kent County,4766,4053,713,3376,323,0,241,0,0,113,530,81,267,9,318
26081014506,26, Michigan,081, Kent County,2735,2358,377,2108,48,0,111,0,0,91,48,69,133,0,243
26081014603,26, Michigan,081, Kent County,4629,4493,136,4197,0,32,146,0,0,118,0,150,146,0,36
26081014604,26, Michigan,081, Kent County,4910,4648,262,4208,117,0,283,0,0,40,117,0,323,0,85
26081014605,26, Michigan,081, Kent County,6260,5905,355,5647,60,53,104,0,0,41,101,53,128,0,141
26081014606,26, Michigan,081, Kent County,5072,4994,78,4580,75,0,45,0,0,294,259,0,155,0,110
26081014701,26, Michigan,081, Kent County,5565,4239,1326,2761,797,26,18,0,0,637,1477,528,46,0,814
26081014703,26, Michigan,081, Kent County,5297,4262,1035,2575,581,61,642,0,38,365,986,180,663,0,282
26081014704,26, Michigan,081, Kent County,3520,3419,101,2858,164,0,232,0,0,165,273,10,278,0,0
26081014803,26, Michigan,081, Kent County,4502,3531,971,3348,6,13,88,0,0,76,50,27,88,0,981
26081014805,26, Michigan,081, Kent County,7278,6976,302,5644,353,0,579,0,0,400,677,53,643,0,181
26081014806,26, Michigan,081, Kent County,6657,6595,62,6527,23,0,28,0,0,17,23,17,28,0,9
26081014808,26, Michigan,081, Kent County,2173,2130,43,2116,14,0,0,0,0,0,14,0,0,0,0
26081014809,26, Michigan,081, Kent County,5860,5318,542,3150,1402,0,479,0,0,287,1702,62,549,0,357
26081014810,26, Michigan,081, Kent County,5487,5215,272,4968,28,0,37,0,0,182,106,88,107,0,65
26081014811,26, Michigan,081, Kent County,3392,3135,257,2739,153,62,58,0,0,123,236,62,98,0,245
26103000100,26, Michigan,103, Marquette County,2073,2060,13,1987,21,0,3,0,0,49,21,0,21,0,31
26103000200,26, Michigan,103, Marquette County,2299,2252,47,2079,66,40,8,8,0,51,83,65,27,8,25
26103000300,26, Michigan,103, Marquette County,2277,2255,22,2069,95,7,30,0,0,54,97,66,30,0,22
26103000400,26, Michigan,103, Marquette County,2065,2002,63,1920,10,0,14,0,19,39,41,12,14,0,76
26103000500,26, Michigan,103, Marquette County,1517,1459,58,1246,127,0,29,5,9,43,129,35,39,5,9
26103000600,26, Michigan,103, Marquette County,2897,2738,159,2560,73,17,0,0,0,88,104,87,14,0,39
26103000700,26, Michigan,103, Marquette County,3269,3211,58,2917,22,6,0,0,0,266,38,91,39,34,189
26103001100,26, Michigan,103, Marquette County,1688,1658,30,1432,97,9,0,0,0,120,97,112,23,0,8
26103001200,26, Michigan,103, Marquette County,5196,5172,24,4788,66,107,86,0,0,125,77,238,86,0,4
26103001300,26, Michigan,103, Marquette County,4021,3922,99,3798,7,20,23,0,0,74,25,65,34,4,40
26103001500,26, Michigan,103, Marquette County,3116,3052,64,2919,0,93,0,0,0,40,32,101,0,0,37
26103001600,26, Michigan,103, Marquette County,2250,2232,18,2118,0,13,0,0,0,101,0,103,0,0,29
26103001700,26, Michigan,103, Marquette County,2223,2223,0,2130,14,33,13,0,0,33,47,33,13,0,0
26103001800,26, Michigan,103, Marquette County,2673,2673,0,2455,16,17,47,0,0,138,29,71,118,0,0
26103001900,26, Michigan,103, Marquette County,1279,1202,77,1097,41,8,14,0,0,42,98,8,65,0,37
26103002000,26, Michigan,103, Marquette County,2371,2371,0,2270,18,7,0,0,0,76,36,65,0,0,0
26103002100,26, Michigan,103, Marquette County,3348,3244,104,3010,0,61,146,0,0,27,17,65,247,6,104
26103002200,26, Michigan,103, Marquette County,3018,3001,17,2903,0,16,0,0,0,82,28,63,3,0,11
26103002300,26, Michigan,103, Marquette County,2144,2105,39,2049,0,5,4,0,3,44,2,34,4,0,48
26103002400,26, Michigan,103, Marquette County,3012,2964,48,2442,51,186,8,0,0,277,106,426,46,21,32
26103002500,26, Michigan,103, Marquette County,2325,2296,29,2199,0,8,24,0,0,65,25,24,35,0,26
26103002600,26, Michigan,103, Marquette County,2139,2139,0,2044,6,1,12,0,24,52,17,31,23,0,24
26103002801,26, Michigan,103, Marquette County,2706,2660,46,2513,18,9,0,8,14,98,27,95,12,8,23
26103002802,26, Michigan,103, Marquette County,2085,2013,72,1607,285,1,0,0,0,120,347,69,31,0,55
26103002901,26, Michigan,103, Marquette County,3480,3480,0,3364,36,80,0,0,0,0,36,80,0,0,0
26103002902,26, Michigan,103, Marquette County,909,909,0,862,2,0,0,0,0,45,3,28,0,0,16
26103990000,26, Michigan,103, Marquette County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26077000100,26, Michigan,077, Kalamazoo County,2362,2116,246,767,1182,0,0,0,5,162,1438,57,0,0,93
26077000201,26, Michigan,077, Kalamazoo County,2326,2218,108,1665,211,0,70,0,47,225,260,26,82,0,190
26077000202,26, Michigan,077, Kalamazoo County,738,738,0,23,667,16,0,0,0,32,699,40,0,0,0
26077000300,26, Michigan,077, Kalamazoo County,4202,4018,184,295,3217,15,24,0,0,467,3724,314,30,0,38
26077000500,26, Michigan,077, Kalamazoo County,4225,3745,480,2298,1097,1,99,16,0,234,1352,115,99,16,120
26077000601,26, Michigan,077, Kalamazoo County,4413,4193,220,3491,324,0,58,0,0,320,598,20,124,0,26
26077000900,26, Michigan,077, Kalamazoo County,791,711,80,251,380,0,0,0,0,80,454,27,0,0,5
26077001001,26, Michigan,077, Kalamazoo County,2142,1586,556,1168,373,0,0,0,0,45,866,1,10,0,41
26077001002,26, Michigan,077, Kalamazoo County,3524,2946,578,1687,1258,0,1,0,0,0,1258,0,1,0,247
26077001100,26, Michigan,077, Kalamazoo County,1882,1512,370,1133,313,2,25,0,0,39,338,21,30,0,136
26077001200,26, Michigan,077, Kalamazoo County,2647,2622,25,2294,184,0,58,0,0,86,201,5,97,0,43
26077001300,26, Michigan,077, Kalamazoo County,1884,1756,128,1407,162,0,26,0,0,161,336,23,28,0,50
26077001501,26, Michigan,077, Kalamazoo County,5123,4941,182,4082,474,0,177,0,12,196,619,120,184,0,37
26077001502,26, Michigan,077, Kalamazoo County,4188,3933,255,2997,464,0,228,0,0,244,693,42,250,21,73
26077001503,26, Michigan,077, Kalamazoo County,4732,4394,338,3537,525,0,211,0,0,121,537,33,268,0,96
26077001504,26, Michigan,077, Kalamazoo County,4510,4296,214,3062,938,17,82,15,68,114,975,31,140,19,126
26077001508,26, Michigan,077, Kalamazoo County,3443,3256,187,2412,310,0,219,0,71,244,347,108,312,17,207
26077001509,26, Michigan,077, Kalamazoo County,5842,5424,418,3725,464,36,253,0,0,946,1292,60,282,18,167
26077001510,26, Michigan,077, Kalamazoo County,4102,3768,334,2861,501,0,116,0,0,290,629,0,378,0,317
26077001511,26, Michigan,077, Kalamazoo County,1040,807,233,396,83,0,29,0,29,270,489,239,29,0,165
26077001601,26, Michigan,077, Kalamazoo County,2745,2722,23,2134,319,0,69,0,0,200,414,12,175,0,4
26077001603,26, Michigan,077, Kalamazoo County,1640,1585,55,1429,58,10,19,0,0,69,77,11,56,0,29
26077001604,26, Michigan,077, Kalamazoo County,1645,1595,50,1155,97,0,109,0,26,208,277,31,129,0,65
26077001701,26, Michigan,077, Kalamazoo County,3452,3239,213,2504,557,0,56,0,0,122,601,0,127,0,30
26077001702,26, Michigan,077, Kalamazoo County,3879,3753,126,2830,593,0,49,0,10,271,786,19,78,0,102
26077001801,26, Michigan,077, Kalamazoo County,4227,4093,134,3208,755,0,10,0,0,120,900,5,18,0,30
26077001802,26, Michigan,077, Kalamazoo County,4749,4550,199,3064,1165,10,70,0,0,241,1327,52,70,0,200
26077001803,26, Michigan,077, Kalamazoo County,2035,1857,178,1491,278,19,0,0,0,69,334,36,4,0,15
26077001905,26, Michigan,077, Kalamazoo County,5449,5182,267,4369,183,86,55,0,160,329,329,123,210,0,310
26077001906,26, Michigan,077, Kalamazoo County,4650,4552,98,4056,193,0,173,0,39,91,233,30,194,0,104
26077001907,26, Michigan,077, Kalamazoo County,4721,4601,120,3671,683,12,56,0,30,149,742,24,134,0,99
26077002002,26, Michigan,077, Kalamazoo County,4154,3951,203,3606,112,0,104,0,26,103,156,59,104,14,63
26077002003,26, Michigan,077, Kalamazoo County,6147,5351,796,4126,328,12,562,0,5,318,605,393,601,0,66
26077002004,26, Michigan,077, Kalamazoo County,3725,3416,309,3199,43,0,107,0,0,67,57,19,135,0,169
26077002005,26, Michigan,077, Kalamazoo County,4083,3963,120,3156,548,18,45,0,0,196,764,99,45,25,72
26077002102,26, Michigan,077, Kalamazoo County,3003,2800,203,2647,28,0,35,0,0,90,167,13,100,0,47
26077002103,26, Michigan,077, Kalamazoo County,2198,2198,0,2040,0,0,15,0,0,143,135,0,23,0,0
26077002104,26, Michigan,077, Kalamazoo County,6064,5899,165,5667,39,0,26,0,0,167,77,30,155,0,0
26077002201,26, Michigan,077, Kalamazoo County,2519,2116,403,1944,28,33,0,0,10,101,92,90,0,0,267
26077002203,26, Michigan,077, Kalamazoo County,3532,3462,70,2745,160,0,164,0,0,393,301,229,237,0,20
26077002204,26, Michigan,077, Kalamazoo County,4313,4158,155,2917,1050,0,115,0,0,76,1137,0,115,0,135
26077002601,26, Michigan,077, Kalamazoo County,4843,4648,195,4441,56,12,20,0,4,115,79,29,55,0,73
26077002701,26, Michigan,077, Kalamazoo County,3024,2906,118,2748,24,1,28,8,0,97,75,29,136,34,42
26077002702,26, Michigan,077, Kalamazoo County,5576,5576,0,5199,215,0,136,0,0,26,240,25,136,0,1
26077002801,26, Michigan,077, Kalamazoo County,4332,4175,157,4047,55,0,51,0,22,0,61,0,51,0,70
26077002802,26, Michigan,077, Kalamazoo County,6110,5478,632,5130,238,14,78,0,0,18,238,14,96,0,461
26077002901,26, Michigan,077, Kalamazoo County,3823,3776,47,3678,19,0,10,0,21,48,19,0,58,0,21
26077002906,26, Michigan,077, Kalamazoo County,1613,1570,43,1268,118,0,0,13,0,171,229,149,30,43,38
26077002907,26, Michigan,077, Kalamazoo County,4113,3575,538,2097,1075,0,217,0,0,186,1339,156,217,0,184
26077002908,26, Michigan,077, Kalamazoo County,4974,4896,78,3936,259,0,367,0,0,334,306,0,624,0,77
26077002909,26, Michigan,077, Kalamazoo County,4138,4021,117,3302,459,0,173,0,0,87,499,26,194,0,0
26077002910,26, Michigan,077, Kalamazoo County,4720,4266,454,3190,392,51,28,0,0,605,621,59,414,3,402
26077002911,26, Michigan,077, Kalamazoo County,4025,3875,150,2594,843,0,0,0,6,432,1184,142,16,0,56
26077003002,26, Michigan,077, Kalamazoo County,2304,2258,46,2213,9,0,8,0,0,28,9,28,30,0,7
26077003005,26, Michigan,077, Kalamazoo County,5713,5533,180,4919,95,0,113,0,39,367,282,90,218,71,90
26077003006,26, Michigan,077, Kalamazoo County,3334,3334,0,3092,54,0,137,5,0,46,100,0,137,51,0
26077003007,26, Michigan,077, Kalamazoo County,6641,6226,415,4999,175,0,715,0,55,282,431,24,772,0,331
26077003008,26, Michigan,077, Kalamazoo County,1789,1777,12,1713,42,1,0,0,0,21,42,1,21,0,0
26077003302,26, Michigan,077, Kalamazoo County,6372,6182,190,5624,58,0,181,20,26,273,58,273,181,20,149
26077003400,26, Michigan,077, Kalamazoo County,3625,3581,44,3467,11,8,26,0,10,59,30,41,35,4,36
26077003500,26, Michigan,077, Kalamazoo County,4573,4392,181,3669,449,0,67,0,0,207,540,20,99,0,193
26077005501,26, Michigan,077, Kalamazoo County,4044,3913,131,2544,836,0,29,0,0,504,1340,0,29,0,28
26077005502,26, Michigan,077, Kalamazoo County,6036,5649,387,3450,1640,0,0,0,0,559,2246,60,0,0,222
26077006102,26, Michigan,077, Kalamazoo County,3534,3497,37,3417,25,8,11,0,0,36,38,31,11,0,21
26077006103,26, Michigan,077, Kalamazoo County,5567,5285,282,5038,21,0,27,0,29,170,36,140,42,0,76
26077006601,26, Michigan,077, Kalamazoo County,4441,4352,89,4286,0,0,28,0,0,38,0,8,35,0,89
26077006701,26, Michigan,077, Kalamazoo County,2992,2922,70,2778,49,0,0,0,0,95,133,15,0,0,13
26077006702,26, Michigan,077, Kalamazoo County,5978,5732,246,5221,187,18,125,0,0,181,282,145,151,0,156
26147620000,26, Michigan,147, St. Clair County,4203,3563,640,2543,665,0,41,0,6,308,903,68,71,36,255
26147621000,26, Michigan,147, St. Clair County,3592,3378,214,2459,268,0,10,24,0,617,811,223,10,24,24
26147622000,26, Michigan,147, St. Clair County,4204,3869,335,3275,450,0,0,0,8,136,558,58,13,0,212
26147623000,26, Michigan,147, St. Clair County,2582,2437,145,2169,30,10,0,0,0,228,188,62,18,0,9
26147624000,26, Michigan,147, St. Clair County,1671,1648,23,1387,101,12,1,0,0,147,171,36,1,2,94
26147625001,26, Michigan,147, St. Clair County,1598,1472,126,1180,198,14,0,0,5,75,252,48,56,0,102
26147626001,26, Michigan,147, St. Clair County,1959,1725,234,1587,41,11,0,0,26,60,71,71,0,0,117
26147627000,26, Michigan,147, St. Clair County,2670,2465,205,2273,91,0,29,0,0,72,117,46,29,0,59
26147628000,26, Michigan,147, St. Clair County,3718,3334,384,2985,205,0,61,0,16,67,218,14,157,40,84
26147629000,26, Michigan,147, St. Clair County,2793,2753,40,2505,120,0,45,0,0,83,180,26,45,0,0
26147630100,26, Michigan,147, St. Clair County,1106,1018,88,941,50,0,0,0,0,27,77,0,0,0,78
26147630400,26, Michigan,147, St. Clair County,5978,5978,0,5840,27,0,18,0,0,93,120,0,18,0,0
26147631100,26, Michigan,147, St. Clair County,1888,1794,94,1718,33,1,0,0,9,33,61,7,0,5,31
26147631600,26, Michigan,147, St. Clair County,2226,2038,188,1999,23,0,0,0,0,16,23,16,0,0,0
26147632000,26, Michigan,147, St. Clair County,4045,3805,240,3504,20,19,29,0,0,233,160,126,29,0,141
26147633100,26, Michigan,147, St. Clair County,2870,2840,30,2811,0,0,0,0,3,26,0,24,0,2,3
26147633200,26, Michigan,147, St. Clair County,2623,2583,40,2484,6,0,0,0,0,93,28,7,79,0,30
26147634100,26, Michigan,147, St. Clair County,3760,3432,328,3318,6,8,6,0,23,71,26,160,24,0,45
26147634600,26, Michigan,147, St. Clair County,5774,5702,72,5428,0,14,0,0,93,167,112,93,78,0,93
26147635000,26, Michigan,147, St. Clair County,6190,6086,104,5939,1,0,24,0,0,122,123,7,24,0,0
