GEOID,STATEFP,STATE,COUNTYFP,COUNTY,TOT_POP21,NHSP_POP21,HSP_POP21,WHT_NHSP21,BLK_NHSP21,AIA_NHSP21,ASN_NHSP21,HPI_NHSP21,OTH_NHSP21,2OM_NHSP21,BLK_ALL21,AIA_ALL21,ASN_ALL21,HPI_ALL21,OTH_ALL21
26149040500,26, Michigan,149, St. Joseph County,2719,2401,318,2342,30,0,0,0,0,29,39,7,13,0,37
26149040600,26, Michigan,149, St. Joseph County,3202,2426,776,2280,99,4,0,0,0,43,137,7,2,0,324
26149040700,26, Michigan,149, St. Joseph County,3260,2338,922,2162,0,6,0,0,0,170,63,18,99,0,563
26149040800,26, Michigan,149, St. Joseph County,3297,2511,786,2347,46,0,12,0,0,106,90,151,12,0,463
26149040900,26, Michigan,149, St. Joseph County,4074,3934,140,3858,8,0,23,0,0,45,34,32,32,0,88
26149041000,26, Michigan,149, St. Joseph County,3387,3223,164,3135,6,8,6,0,10,58,42,38,10,0,125
26149041101,26, Michigan,149, St. Joseph County,4213,4013,200,3802,26,0,70,0,0,115,44,79,72,0,71
26149041102,26, Michigan,149, St. Joseph County,3124,3124,0,2906,46,0,21,0,0,151,162,38,21,0,0
26149041200,26, Michigan,149, St. Joseph County,3009,2920,89,2642,38,1,0,0,0,239,241,50,20,0,1
26149041301,26, Michigan,149, St. Joseph County,3292,3189,103,3078,60,0,0,0,0,51,73,38,0,0,9
26149041302,26, Michigan,149, St. Joseph County,3373,3365,8,3252,41,0,23,0,0,49,58,30,23,0,10
26149041400,26, Michigan,149, St. Joseph County,5017,4737,280,4629,5,8,9,0,0,86,48,99,12,0,149
26149041500,26, Michigan,149, St. Joseph County,4232,3951,281,3818,20,1,9,0,22,81,36,66,9,0,83
26149041600,26, Michigan,149, St. Joseph County,3505,3321,184,3248,10,1,0,0,0,62,25,48,8,0,118
26045020101,26, Michigan,045, Eaton County,3286,2942,344,2443,290,0,94,0,0,115,297,0,202,0,39
26045020102,26, Michigan,045, Eaton County,3015,2763,252,1891,618,19,180,0,4,51,669,19,180,0,110
26045020103,26, Michigan,045, Eaton County,3533,3208,325,2655,440,0,48,0,0,65,489,12,101,3,85
26045020104,26, Michigan,045, Eaton County,3315,3066,249,2068,357,0,406,0,0,235,559,66,406,15,135
26045020201,26, Michigan,045, Eaton County,2707,2483,224,1623,648,0,146,0,0,66,697,55,157,0,182
26045020202,26, Michigan,045, Eaton County,4844,4399,445,1903,2015,0,400,0,0,81,2220,48,400,0,60
26045020302,26, Michigan,045, Eaton County,7409,7165,244,6319,313,0,30,0,0,503,536,55,130,0,231
26045020303,26, Michigan,045, Eaton County,3121,2988,133,2562,330,0,56,0,0,40,368,0,69,0,89
26045020305,26, Michigan,045, Eaton County,1280,1280,0,1052,228,0,0,0,0,0,228,0,0,0,0
26045020306,26, Michigan,045, Eaton County,4059,3844,215,2540,452,0,543,0,0,309,558,0,746,0,176
26045020402,26, Michigan,045, Eaton County,2679,2591,88,2496,52,0,4,0,0,39,66,28,21,0,34
26045020403,26, Michigan,045, Eaton County,2657,2579,78,2509,38,1,13,0,0,18,54,3,22,0,0
26045020404,26, Michigan,045, Eaton County,4808,4678,130,4414,16,23,21,0,38,166,81,112,33,0,42
26045020500,26, Michigan,045, Eaton County,3461,3302,159,3192,2,25,2,0,2,79,21,79,35,14,43
26045020601,26, Michigan,045, Eaton County,4027,3655,372,3449,79,21,0,0,0,106,129,31,0,0,144
26045020602,26, Michigan,045, Eaton County,3227,2981,246,2825,5,57,9,0,0,85,6,125,42,0,37
26045020700,26, Michigan,045, Eaton County,3894,3746,148,3528,2,9,78,0,23,106,24,58,95,1,120
26045020800,26, Michigan,045, Eaton County,5189,4929,260,4694,89,32,7,0,0,107,188,141,7,0,99
26045020901,26, Michigan,045, Eaton County,2814,2581,233,2409,6,23,11,0,0,132,10,89,19,0,128
26045020902,26, Michigan,045, Eaton County,4241,4027,214,3961,1,0,0,0,0,65,26,59,0,0,190
26045021001,26, Michigan,045, Eaton County,4573,4357,216,4113,189,10,0,0,0,45,218,30,0,0,56
26045021002,26, Michigan,045, Eaton County,4443,4097,346,3810,65,36,1,0,30,155,77,136,5,14,293
26045021100,26, Michigan,045, Eaton County,5345,5212,133,4809,235,18,34,0,8,108,285,117,34,5,35
26045021201,26, Michigan,045, Eaton County,2882,2785,97,2720,40,0,0,0,0,25,47,0,7,0,41
26045021202,26, Michigan,045, Eaton County,3508,3430,78,3304,25,8,78,0,0,15,25,14,87,0,78
26045021301,26, Michigan,045, Eaton County,3075,2782,293,2659,1,6,1,0,10,105,110,13,1,16,169
26045021302,26, Michigan,045, Eaton County,3013,2912,101,2874,20,0,0,0,0,18,36,0,8,0,0
26045021401,26, Michigan,045, Eaton County,3644,3163,481,1917,960,0,257,0,0,29,1068,156,257,19,202
26045021402,26, Michigan,045, Eaton County,4923,4829,94,4513,78,7,52,0,35,144,117,35,108,0,80
26133970100,26, Michigan,133, Osceola County,3749,3702,47,3587,5,48,26,0,6,30,11,67,26,0,26
26133970200,26, Michigan,133, Osceola County,3754,3719,35,3517,30,3,15,0,10,144,45,61,32,12,74
26133970300,26, Michigan,133, Osceola County,3140,3053,87,2915,21,0,4,0,0,113,28,87,7,5,46
26133970400,26, Michigan,133, Osceola County,3248,3177,71,3063,57,0,18,0,0,39,65,32,18,0,37
26133970501,26, Michigan,133, Osceola County,2135,2097,38,1986,21,14,0,0,1,75,46,59,6,0,8
26133970502,26, Michigan,133, Osceola County,2098,2020,78,1883,57,2,0,0,0,78,113,42,2,7,43
26133970600,26, Michigan,133, Osceola County,4793,4660,133,4503,89,2,9,0,11,46,143,23,21,0,97
26083000100,26, Michigan,083, Keweenaw County,2049,2010,39,1975,11,3,0,0,0,21,19,20,0,2,27
26083980100,26, Michigan,083, Keweenaw County,3,3,0,2,1,0,0,0,0,0,1,0,0,0,0
26083990100,26, Michigan,083, Keweenaw County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26039960100,26, Michigan,039, Crawford County,2017,2012,5,1929,0,9,25,0,0,49,0,38,25,12,13
26039960200,26, Michigan,039, Crawford County,3129,3086,43,2935,16,0,76,0,0,59,30,3,84,0,66
26039960300,26, Michigan,039, Crawford County,3880,3724,156,3631,23,0,4,0,0,66,60,0,4,0,47
26039960400,26, Michigan,039, Crawford County,2119,2034,85,1884,0,0,0,0,34,116,0,84,0,8,122
26039960500,26, Michigan,039, Crawford County,1957,1957,0,1804,14,14,8,0,0,117,80,60,13,0,0
26121000100,26, Michigan,121, Muskegon County,5217,4612,605,2837,1400,28,44,10,0,293,1655,52,54,10,228
26121000300,26, Michigan,121, Muskegon County,2868,2483,385,607,1656,24,0,0,0,196,1720,118,66,0,188
26121000401,26, Michigan,121, Muskegon County,5090,4399,691,2015,1758,37,126,0,0,463,2233,53,126,0,330
26121000402,26, Michigan,121, Muskegon County,3702,3434,268,1352,1922,16,9,9,0,126,2051,65,22,20,97
26121000500,26, Michigan,121, Muskegon County,4529,4027,502,1708,1851,0,6,0,0,462,2230,104,38,0,44
26121000601,26, Michigan,121, Muskegon County,1568,1543,25,813,686,0,9,0,0,35,706,6,9,0,15
26121000800,26, Michigan,121, Muskegon County,2931,2735,196,2078,490,67,13,0,0,87,597,67,13,0,130
26121000900,26, Michigan,121, Muskegon County,3394,3197,197,3004,51,11,5,0,0,126,173,11,9,4,23
26121001000,26, Michigan,121, Muskegon County,1078,1062,16,1031,17,0,7,0,0,7,17,7,7,0,0
26121001200,26, Michigan,121, Muskegon County,2712,2568,144,386,2101,5,4,0,0,72,2162,16,4,0,56
26121001300,26, Michigan,121, Muskegon County,2220,2175,45,304,1852,0,0,0,0,19,1871,5,0,0,45
26121001402,26, Michigan,121, Muskegon County,3311,3274,37,591,2409,146,0,0,0,128,2553,214,0,10,7
26121001500,26, Michigan,121, Muskegon County,4063,3658,405,3447,111,0,10,0,0,90,209,59,21,0,269
26121001600,26, Michigan,121, Muskegon County,2896,2784,112,2750,0,0,0,0,0,34,16,16,18,0,69
26121001700,26, Michigan,121, Muskegon County,4790,4480,310,4049,152,70,63,0,0,146,190,174,90,0,237
26121001800,26, Michigan,121, Muskegon County,5040,4789,251,4517,99,60,0,0,0,113,157,113,0,0,183
26121001901,26, Michigan,121, Muskegon County,3825,3700,125,3206,277,12,21,0,0,184,414,12,45,12,71
26121001902,26, Michigan,121, Muskegon County,5060,4561,499,4069,423,0,32,0,0,37,460,0,189,0,114
26121002000,26, Michigan,121, Muskegon County,3542,3388,154,3181,54,39,0,0,19,95,90,85,13,0,59
26121002100,26, Michigan,121, Muskegon County,3853,3410,443,2508,651,0,12,7,0,232,832,51,12,7,222
26121002200,26, Michigan,121, Muskegon County,4142,3858,284,3036,290,10,196,0,0,326,509,98,240,12,113
26121002300,26, Michigan,121, Muskegon County,5804,5542,262,5183,204,0,94,0,0,61,318,43,94,0,13
26121002400,26, Michigan,121, Muskegon County,3331,3280,51,2981,154,0,43,0,8,94,239,9,43,0,23
26121002501,26, Michigan,121, Muskegon County,3019,2932,87,2787,0,119,8,0,0,18,0,120,25,0,0
26121002502,26, Michigan,121, Muskegon County,4743,4703,40,4417,96,0,17,0,0,173,208,10,17,0,75
26121002601,26, Michigan,121, Muskegon County,3607,3168,439,2843,159,0,6,0,0,160,287,52,22,0,63
26121002602,26, Michigan,121, Muskegon County,4536,4326,210,3839,72,93,38,0,0,284,373,130,48,0,141
26121002701,26, Michigan,121, Muskegon County,4556,4396,160,4104,180,19,11,0,0,82,180,51,61,0,29
26121002702,26, Michigan,121, Muskegon County,3448,3417,31,3110,251,0,15,0,0,41,262,23,22,0,31
26121002800,26, Michigan,121, Muskegon County,6598,6026,572,5809,87,27,29,0,0,74,128,37,32,0,376
26121002900,26, Michigan,121, Muskegon County,5534,5298,236,4932,35,95,4,0,0,232,65,133,4,0,282
26121003000,26, Michigan,121, Muskegon County,4570,4348,222,4026,79,39,51,6,0,147,142,160,56,6,157
26121003100,26, Michigan,121, Muskegon County,5060,4901,159,4366,28,79,7,0,0,421,443,92,7,0,16
26121003200,26, Michigan,121, Muskegon County,6010,5967,43,5446,373,18,61,0,0,69,373,51,97,0,0
26121003300,26, Michigan,121, Muskegon County,5163,5100,63,4819,68,17,34,0,0,162,87,97,66,0,71
26121003400,26, Michigan,121, Muskegon County,4701,4278,423,3974,77,0,13,0,0,214,250,0,113,0,78
26121003500,26, Michigan,121, Muskegon County,3956,3870,86,3730,19,36,0,0,0,85,60,50,0,0,54
26121003600,26, Michigan,121, Muskegon County,6443,6208,235,5723,29,14,66,0,31,345,190,144,162,0,44
26121003701,26, Michigan,121, Muskegon County,2277,2230,47,2109,0,0,31,0,0,90,90,89,31,0,0
26121003702,26, Michigan,121, Muskegon County,3563,3149,414,2941,30,0,30,0,2,146,61,84,49,0,344
26121003800,26, Michigan,121, Muskegon County,3481,3235,246,3162,12,3,0,0,13,45,38,9,12,0,77
26121003900,26, Michigan,121, Muskegon County,1743,1655,88,1542,25,15,0,0,0,73,36,96,4,1,54
26121004000,26, Michigan,121, Muskegon County,2191,2110,81,1819,77,32,0,0,5,177,89,208,13,0,32
26121004200,26, Michigan,121, Muskegon County,3653,3202,451,1687,1407,39,15,0,0,54,1457,50,15,0,285
26121004300,26, Michigan,121, Muskegon County,1815,1719,96,313,1132,0,0,0,0,274,1402,6,3,0,0
26121990000,26, Michigan,121, Muskegon County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26013000100,26, Michigan,013, Baraga County,4106,4045,61,3355,37,370,28,0,0,255,83,590,41,0,16
26013000200,26, Michigan,013, Baraga County,4143,4059,84,2606,586,512,24,10,9,312,667,764,28,12,37
26013990100,26, Michigan,013, Baraga County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26141950100,26, Michigan,141, Presque Isle County,1868,1816,52,1764,0,6,0,0,0,46,0,37,14,1,2
26141950200,26, Michigan,141, Presque Isle County,2686,2671,15,2626,6,0,0,0,20,19,18,7,0,0,29
26141950300,26, Michigan,141, Presque Isle County,2076,2030,46,1944,10,5,34,0,2,35,18,26,42,0,2
26141950400,26, Michigan,141, Presque Isle County,2345,2285,60,2170,15,11,5,0,1,83,55,59,11,3,23
26141950500,26, Michigan,141, Presque Isle County,2622,2595,27,2497,13,10,0,0,5,70,57,42,0,0,24
26141950600,26, Michigan,141, Presque Isle County,1379,1373,6,1332,0,0,26,0,0,15,2,5,26,0,8
26141990000,26, Michigan,141, Presque Isle County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26129950100,26, Michigan,129, Ogemaw County,2309,2263,46,2224,16,7,0,0,0,16,18,17,5,0,2
26129950200,26, Michigan,129, Ogemaw County,3313,3260,53,3130,1,34,41,4,0,50,6,78,41,4,15
26129950300,26, Michigan,129, Ogemaw County,1618,1614,4,1528,0,15,0,0,0,71,14,22,6,0,49
26129950400,26, Michigan,129, Ogemaw County,2975,2841,134,2763,3,0,0,0,12,63,4,60,0,0,84
26129950500,26, Michigan,129, Ogemaw County,4428,4270,158,4011,52,0,117,0,2,88,92,63,117,11,26
26129950600,26, Michigan,129, Ogemaw County,2564,2544,20,2507,0,5,0,0,0,32,13,18,0,6,11
26129950901,26, Michigan,129, Ogemaw County,1887,1853,34,1760,2,0,0,0,0,91,18,31,0,0,47
26129950902,26, Michigan,129, Ogemaw County,1651,1624,27,1532,0,36,0,0,0,56,14,58,4,0,18
26041970100,26, Michigan,041, Delta County,1592,1569,23,1282,11,140,4,0,0,132,38,241,4,0,32
26041970200,26, Michigan,041, Delta County,2154,2123,31,2000,0,42,0,2,0,79,8,115,7,10,27
26041970300,26, Michigan,041, Delta County,2473,2457,16,2322,0,29,4,0,0,102,25,97,20,0,9
26041970400,26, Michigan,041, Delta County,5577,5476,101,5330,3,14,0,0,8,121,76,50,0,0,63
26041970500,26, Michigan,041, Delta County,4410,4386,24,4188,31,36,1,0,0,130,47,112,4,0,35
26041970600,26, Michigan,041, Delta County,4102,4100,2,3869,12,34,0,0,19,166,103,89,23,0,23
26041970700,26, Michigan,041, Delta County,3630,3501,129,3301,9,84,18,0,6,83,14,168,46,0,93
26041970800,26, Michigan,041, Delta County,4278,4259,19,4016,4,107,62,0,0,70,4,147,92,0,0
26041970900,26, Michigan,041, Delta County,2697,2681,16,2391,19,87,0,0,0,184,85,225,0,0,16
26041971000,26, Michigan,041, Delta County,2676,2518,158,2352,14,6,117,0,0,29,14,35,117,0,38
26041971100,26, Michigan,041, Delta County,3247,3231,16,2492,5,136,24,0,0,574,5,328,24,0,435
26041990000,26, Michigan,041, Delta County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26041990100,26, Michigan,041, Delta County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26087330000,26, Michigan,087, Lapeer County,3797,3548,249,3401,3,4,0,0,0,140,21,65,49,23,17
26087330500,26, Michigan,087, Lapeer County,2803,2738,65,2690,1,0,0,2,0,45,18,31,4,2,40
26087331000,26, Michigan,087, Lapeer County,1782,1692,90,1593,1,5,13,3,0,77,45,71,16,6,4
26087331500,26, Michigan,087, Lapeer County,2704,2696,8,2640,0,31,0,0,0,25,0,54,0,0,3
26087332000,26, Michigan,087, Lapeer County,5766,5736,30,5491,1,9,1,0,0,234,48,50,95,0,82
26087332500,26, Michigan,087, Lapeer County,3581,3523,58,3457,7,3,0,0,0,56,7,40,19,0,5
26087333000,26, Michigan,087, Lapeer County,3147,3104,43,3003,14,8,17,0,0,62,14,35,43,0,31
26087333500,26, Michigan,087, Lapeer County,5673,5474,199,5401,1,0,35,0,0,37,1,28,35,0,52
26087334000,26, Michigan,087, Lapeer County,2455,2394,61,2356,16,3,0,0,0,19,33,4,7,0,8
26087334500,26, Michigan,087, Lapeer County,2215,2048,167,2005,2,3,0,0,0,38,94,23,104,0,81
26087336000,26, Michigan,087, Lapeer County,5249,5098,151,5023,0,0,0,0,0,75,0,59,0,0,19
26087336500,26, Michigan,087, Lapeer County,1347,1294,53,406,831,35,0,0,0,22,866,35,0,0,13
26087337000,26, Michigan,087, Lapeer County,3069,2834,235,2657,68,0,8,0,0,101,82,54,33,0,104
26087337500,26, Michigan,087, Lapeer County,4353,4299,54,4036,26,0,0,0,0,237,167,190,15,0,22
26087338000,26, Michigan,087, Lapeer County,4973,4847,126,4688,26,2,33,0,0,98,37,33,67,0,31
26087338500,26, Michigan,087, Lapeer County,4729,4521,208,4439,11,4,1,0,0,66,35,39,1,7,159
26087339000,26, Michigan,087, Lapeer County,3118,2721,397,2595,0,10,10,0,29,77,44,44,10,0,308
26087339500,26, Michigan,087, Lapeer County,3699,2226,1473,2131,7,1,2,0,56,29,7,59,2,0,595
26087340000,26, Michigan,087, Lapeer County,4124,4067,57,4059,0,0,0,0,0,8,0,7,1,0,18
26087340500,26, Michigan,087, Lapeer County,2811,2520,291,2319,0,4,82,0,97,18,14,77,82,0,97
26087341000,26, Michigan,087, Lapeer County,4802,4713,89,4565,0,0,34,0,9,105,0,93,48,0,49
26087341500,26, Michigan,087, Lapeer County,4392,4351,41,4179,1,43,10,0,0,118,16,108,56,35,13
26087342000,26, Michigan,087, Lapeer County,4546,4422,124,4148,20,0,86,0,49,119,60,4,179,0,114
26087342100,26, Michigan,087, Lapeer County,3509,3404,105,3334,0,3,0,0,0,67,0,3,71,0,23
26135970201,26, Michigan,135, Oscoda County,1549,1526,23,1452,10,9,0,0,0,55,10,35,0,0,43
26135970202,26, Michigan,135, Oscoda County,1689,1676,13,1646,0,7,1,0,0,22,0,13,4,0,26
26135970300,26, Michigan,135, Oscoda County,1385,1339,46,1290,9,12,3,0,0,25,13,44,22,0,8
26135970400,26, Michigan,135, Oscoda County,1975,1940,35,1876,0,9,0,0,0,55,13,51,0,0,0
26135970500,26, Michigan,135, Oscoda County,1608,1581,27,1491,33,2,0,0,0,55,55,30,0,0,13
26031960100,26, Michigan,031, Cheboygan County,2647,2615,32,2338,4,98,53,0,0,122,15,200,61,0,23
26031960200,26, Michigan,031, Cheboygan County,2748,2680,68,2477,16,44,25,0,14,104,21,179,77,0,90
26031960300,26, Michigan,031, Cheboygan County,4299,4138,161,3866,73,41,12,0,0,146,77,172,17,0,32
26031960401,26, Michigan,031, Cheboygan County,2468,2464,4,2380,18,25,5,0,0,36,26,59,5,0,2
26031960402,26, Michigan,031, Cheboygan County,1231,1193,38,1091,0,23,1,3,0,75,0,93,1,8,1
26031960500,26, Michigan,031, Cheboygan County,2480,2445,35,2272,13,35,10,0,5,110,41,133,16,0,20
26031960600,26, Michigan,031, Cheboygan County,2473,2451,22,2178,33,55,0,0,0,185,33,131,0,0,115
26031960700,26, Michigan,031, Cheboygan County,3537,3502,35,3213,16,48,2,0,6,217,68,129,2,0,132
26031960800,26, Michigan,031, Cheboygan County,3771,3756,15,3460,0,56,20,0,11,209,53,182,20,0,50
26031990000,26, Michigan,031, Cheboygan County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26093710100,26, Michigan,093, Livingston County,2843,2674,169,2579,0,7,23,0,0,65,0,57,25,4,134
26093710300,26, Michigan,093, Livingston County,5147,4910,237,4708,27,0,22,0,0,153,91,119,22,0,13
26093710500,26, Michigan,093, Livingston County,1996,1972,24,1858,0,0,10,0,0,104,26,5,83,0,24
26093710700,26, Michigan,093, Livingston County,1824,1789,35,1712,7,0,0,0,45,25,7,49,0,0,56
26093711000,26, Michigan,093, Livingston County,4185,4175,10,4112,14,0,0,0,0,49,14,24,25,0,10
26093712101,26, Michigan,093, Livingston County,3130,3049,81,3016,24,0,0,0,0,9,33,0,0,0,47
26093712102,26, Michigan,093, Livingston County,2987,2977,10,2794,9,0,23,0,0,151,29,31,119,0,24
26093712601,26, Michigan,093, Livingston County,4772,4743,29,4600,20,0,22,0,0,101,20,0,68,0,55
26093712602,26, Michigan,093, Livingston County,3513,3287,226,3229,0,0,28,0,0,30,0,33,32,0,73
26093713100,26, Michigan,093, Livingston County,4867,4719,148,4543,0,6,78,0,0,92,35,29,106,0,54
26093713300,26, Michigan,093, Livingston County,1684,1684,0,1570,1,0,44,0,5,64,1,0,88,0,25
26093713500,26, Michigan,093, Livingston County,4014,3675,339,3582,40,30,0,0,12,11,40,30,11,0,12
26093713700,26, Michigan,093, Livingston County,4694,4640,54,4357,35,37,23,0,30,158,46,37,107,0,93
26093720100,26, Michigan,093, Livingston County,3613,3584,29,3479,0,19,0,0,0,86,33,72,12,0,0
26093721100,26, Michigan,093, Livingston County,3269,3232,37,3197,0,2,15,0,0,18,0,20,15,0,0
26093722100,26, Michigan,093, Livingston County,3245,3217,28,3164,5,25,0,0,0,23,5,48,0,0,0
26093722300,26, Michigan,093, Livingston County,2963,2960,3,2836,0,19,0,0,0,105,0,78,10,0,37
26093722500,26, Michigan,093, Livingston County,2371,2371,0,2324,0,0,11,0,22,14,0,14,11,0,22
26093724001,26, Michigan,093, Livingston County,2381,2220,161,2077,4,99,0,0,0,40,19,124,0,0,18
26093724002,26, Michigan,093, Livingston County,2663,2598,65,2553,0,1,0,0,12,32,23,10,18,18,42
26093724003,26, Michigan,093, Livingston County,2737,2611,126,2444,0,0,45,0,0,122,9,35,133,0,36
26093725000,26, Michigan,093, Livingston County,5331,5108,223,4902,2,23,113,0,5,63,2,38,161,0,22
26093725101,26, Michigan,093, Livingston County,4795,4460,335,4053,132,35,33,76,0,131,207,111,37,76,264
26093730101,26, Michigan,093, Livingston County,3132,3057,75,3001,6,0,6,0,0,44,6,29,9,0,77
26093730102,26, Michigan,093, Livingston County,4137,4048,89,3933,0,0,73,0,0,42,16,34,106,0,12
26093730600,26, Michigan,093, Livingston County,3781,3671,110,3589,0,11,32,0,0,39,4,27,32,0,19
26093731100,26, Michigan,093, Livingston County,3894,3872,22,3747,1,24,26,0,0,74,1,80,26,0,18
26093732100,26, Michigan,093, Livingston County,3354,3337,17,3280,5,16,2,0,0,34,16,27,14,0,0
26093733100,26, Michigan,093, Livingston County,1950,1933,17,1924,0,0,0,0,0,9,0,5,0,0,4
26093733603,26, Michigan,093, Livingston County,3270,3189,81,3028,6,0,53,0,0,102,20,26,62,0,53
26093733604,26, Michigan,093, Livingston County,2741,2740,1,2637,18,15,70,0,0,0,18,15,70,0,1
26093740200,26, Michigan,093, Livingston County,3792,3773,19,3573,3,0,51,0,0,146,3,23,149,0,25
26093740300,26, Michigan,093, Livingston County,2404,2327,77,2221,9,24,27,0,21,25,9,49,27,0,59
26093740500,26, Michigan,093, Livingston County,2272,2249,23,2187,0,0,7,0,0,55,0,13,18,0,31
26093740600,26, Michigan,093, Livingston County,3009,2986,23,2933,24,0,0,0,1,28,24,0,0,28,1
26093740700,26, Michigan,093, Livingston County,2930,2749,181,2656,0,3,20,0,0,70,94,89,28,0,131
26093740800,26, Michigan,093, Livingston County,2604,2573,31,2371,89,0,46,0,0,67,89,20,113,0,11
26093740900,26, Michigan,093, Livingston County,2071,2012,59,1664,10,27,196,0,0,115,10,68,235,0,35
26093741100,26, Michigan,093, Livingston County,2161,2115,46,2055,36,0,6,0,0,18,43,0,26,0,0
26093741601,26, Michigan,093, Livingston County,1605,1559,46,1488,37,0,11,0,0,23,46,14,11,0,0
26093741602,26, Michigan,093, Livingston County,3696,3491,205,3323,31,3,63,0,0,71,87,98,63,0,0
26093742201,26, Michigan,093, Livingston County,2980,2909,71,2713,21,0,84,0,0,91,87,13,84,0,49
26093742202,26, Michigan,093, Livingston County,2616,2544,72,2389,32,0,1,0,0,122,36,27,1,0,141
26093742403,26, Michigan,093, Livingston County,5137,4952,185,4539,141,0,44,13,0,215,286,62,63,13,116
26093742500,26, Michigan,093, Livingston County,2374,2369,5,2358,0,1,0,0,0,10,0,11,0,0,0
26093742700,26, Michigan,093, Livingston County,3786,3786,0,3664,0,5,50,0,0,67,14,21,74,0,13
26093742900,26, Michigan,093, Livingston County,3789,3722,67,3678,12,8,21,0,0,3,12,26,24,0,35
26093743300,26, Michigan,093, Livingston County,2633,2545,88,2495,0,41,9,0,0,0,10,41,9,0,15
26093743400,26, Michigan,093, Livingston County,3623,3596,27,3469,6,0,21,0,19,81,14,49,45,0,37
26093743500,26, Michigan,093, Livingston County,1975,1901,74,1797,53,3,0,0,0,48,59,29,0,0,16
26093743600,26, Michigan,093, Livingston County,2993,2754,239,2731,0,0,0,0,0,23,0,5,18,0,63
26093743700,26, Michigan,093, Livingston County,2478,2467,11,2377,0,0,23,0,0,67,23,48,42,0,11
26093743800,26, Michigan,093, Livingston County,4158,4127,31,4096,0,5,0,0,0,26,1,16,14,0,0
26093743900,26, Michigan,093, Livingston County,3496,3449,47,3439,0,0,10,0,0,0,0,0,10,0,47
26093744200,26, Michigan,093, Livingston County,3995,3867,128,3542,33,2,85,0,9,196,82,12,97,0,153
26093744400,26, Michigan,093, Livingston County,2094,1967,127,1889,5,10,0,0,0,63,5,18,5,4,46
26093744600,26, Michigan,093, Livingston County,2055,2043,12,1885,66,0,44,0,29,19,66,19,44,0,41
26093744700,26, Michigan,093, Livingston County,3159,3041,118,3002,2,4,13,0,0,20,2,4,33,0,0
26093744800,26, Michigan,093, Livingston County,4664,4528,136,4419,5,3,25,0,15,61,41,3,38,0,27
26093744900,26, Michigan,093, Livingston County,3402,3234,168,3066,0,0,66,0,50,52,28,13,88,0,59
26137950100,26, Michigan,137, Otsego County,2812,2748,64,2658,0,15,20,4,0,51,7,48,20,4,34
26137950200,26, Michigan,137, Otsego County,5618,5499,119,5283,17,20,50,0,0,129,39,58,61,0,90
26137950300,26, Michigan,137, Otsego County,5756,5670,86,5338,99,32,6,0,0,195,162,197,14,0,2
26137950400,26, Michigan,137, Otsego County,2028,2012,16,1972,13,1,26,0,0,0,13,1,26,0,6
26137950500,26, Michigan,137, Otsego County,3776,3653,123,3524,48,14,8,0,0,59,105,38,8,0,77
26137950600,26, Michigan,137, Otsego County,5026,4979,47,4781,0,13,25,0,0,160,37,93,92,0,34
26159010101,26, Michigan,159, Van Buren County,4273,4211,62,4064,27,0,17,0,0,103,79,51,17,0,54
26159010102,26, Michigan,159, Van Buren County,2471,2450,21,2375,0,7,0,0,0,68,19,39,0,0,38
26159010201,26, Michigan,159, Van Buren County,3419,2986,433,2552,92,0,214,0,0,128,181,83,228,0,413
26159010202,26, Michigan,159, Van Buren County,2555,2048,507,1834,24,9,0,0,0,181,82,204,0,0,153
26159010300,26, Michigan,159, Van Buren County,2075,2054,21,1770,194,10,44,0,0,36,236,17,54,0,0
26159010400,26, Michigan,159, Van Buren County,2475,2350,125,1928,422,0,0,0,0,0,497,6,0,0,75
26159010500,26, Michigan,159, Van Buren County,3534,2824,710,2417,237,0,1,0,0,169,268,7,1,0,698
26159010600,26, Michigan,159, Van Buren County,2537,1820,717,982,767,0,5,0,0,66,810,23,25,20,430
26159010901,26, Michigan,159, Van Buren County,3267,3112,155,2923,52,0,6,0,20,111,103,80,6,0,199
26159010902,26, Michigan,159, Van Buren County,4274,4225,49,3971,39,0,0,0,0,215,178,72,0,0,28
26159011003,26, Michigan,159, Van Buren County,3771,3550,221,3392,19,0,34,0,21,84,67,3,34,0,78
26159011004,26, Michigan,159, Van Buren County,3788,3442,346,3139,59,33,60,0,0,151,149,163,87,0,210
26159011300,26, Michigan,159, Van Buren County,4187,3423,764,3059,276,17,0,0,30,41,294,41,0,0,555
26159011400,26, Michigan,159, Van Buren County,4613,3029,1584,2917,30,12,2,0,14,54,66,193,12,4,1011
26159011500,26, Michigan,159, Van Buren County,3578,2979,599,2763,73,25,0,0,15,103,103,124,0,0,435
26159011601,26, Michigan,159, Van Buren County,3917,3647,270,3267,54,55,46,0,0,225,153,175,46,0,108
26159011602,26, Michigan,159, Van Buren County,2196,2180,16,2100,0,0,8,0,0,72,31,43,13,0,30
